Gene	Default	MM_Amb	Amb	MM
ENST00000406797.5-chr7:549635-549922_F:1_P:6_M	2.7581288350605444	2.081090398562967	1.924065568700957	3.193396367325856
ESPRESSO_chr7_26462_51-chr7:549635-711505_F:2_P:0_M	0.0	5.467440274231327	5.893807130555442	0.0
ENST00000305108.10-chr12:565238-663360_F:0_P:0_M	0.0	2.041961645844599	2.183188466201758	0.0
ENST00000397265.7-chr12:565238-610357_F:1_P:2_M	0.0	1.8846153663019958	1.9963787330880665	0.0
ENST00000679472.1+chr19:572635-582835_F:1_P:1_M	0.0	5.160388786868387	5.533350827212313	0.0
ENST00000610212.3-chr4:576062-576175_F:1_P:0_M	2.462809849615064	2.5446837877128794	1.660732323185532	3.2076219532217864
ENST00000571735.3+chr19:578944-582574_F:1_P:1_M	0.3228882425330042	4.7374739074509735	5.106968352864948	0.31892360569933653
ENST00000437048.7-chr17:601803-601850_F:0_P:23_M	0.0	2.2439001719818608	2.633279919973437	0.0
ESPRESSO_chr11_4447_4+chr11:610243-611774_F:0_P:0_M	0.0	0.7198259963915545	0.9705415332617475	0.0
ENST00000587057.5-chr19:617277-617745_F:1_P:6_M	0.0	0.7464720982453174	0.0	0.649874336428954
ENST00000437048.7-chr17:628177-628212_F:0_P:17_M	0.0	1.7138055205843215	2.2350910627982117	0.0
ESPRESSO_chr1_13_62-chr1:629405-753540_F:0_P:0_M	0.0	6.01907728061405	0.0	6.970932556691413
ENST00000573440.1+chr16:629552-629944_F:2_P:3_M	0.0	1.0292072492643476	0.0	1.4130410615889133
ENST00000457540.1+chr1:629748-629888_F:0_P:2_M	0.0	7.302903768248352	0.0	8.367342696412468
ENST00000457540.1+chr1:629888-630232_F:2_P:1_M	5.046325768895762	6.12581199675574	3.86854268547694	6.919513957155064
ENST00000457540.1+chr1:630141-630203_F:0_P:6	0.0	5.964053594358312	0.0	0.0
ENST00000457540.1+chr1:630357-630581_F:0_P:9	0.0	6.1765433482344045	0.0	7.332641990781183
ENST00000414273.1+chr1:631903-631935_F:1_P:26_M	0.0	7.964451983843457	0.0	9.160887645455775
ENST00000427426.1+chr1:632757-632948_F:0_P:0_M	4.9399258147083875	8.15175414378024	3.876785267262468	9.351981368598025
ENST00000427426.1+chr1:633246-633410_F:0_P:3	0.0	7.282013987129608	0.0	8.467745304932087
ENST00000514057.1+chr1:633696-633836_F:0_P:0_M	1.6224639945460846	8.621683234036775	0.6719847867106502	9.394719045784907
ENST00000467115.1+chr1:633700-633738_F:1_P:3	0.0	8.806685155334927	0.0	0.0
ENST00000514057.1+chr1:634206-634373_F:0_P:3_M	0.0	7.386825153344153	0.0	8.541085406655764
ENST00000416718.2+chr1:634547-634669_F:2_P:2	2.0373036750217235	8.065967040786465	1.473990168152895	9.24870829734207
ENST00000397664.8-chr16:634600-636290_F:2_P:0_M	0.0	4.468084179876943	4.7797921712192055	0.0
ENST00000338401.8-chr16:634600-636290_F:2_P:0_M	0.0	4.50010950026298	4.792866312158019	0.0
ESPRESSO_chr16_10710_16-chr16:634600-636290_F:2_P:0_M	0.0	4.352568147148346	4.703970471281404	0.0
ESPRESSO_chr16_10710_29-chr16:634905-635637_F:1_P:3_M	0.0	3.6488013765442924	3.990655090837793	0.0
ENST00000448973.6-chr16:635850-636290_F:2_P:0_M	0.0	3.7986593345201487	4.030465307499203	0.3574737710415904
ESPRESSO_chr16_10711_11+chr16:641952-648187_F:0_P:0	0.0	2.070295054416176	1.9563175370911567	0.6592291446035684
ENST00000491999.5+chr16:642166-646516_F:0_P:1_M	0.0	1.6248619437865575	1.7002920295592951	0.0
ENST00000491999.5+chr16:646520-648187_F:0_P:2	0.0	1.6438187618571538	1.5221925072025952	0.0
ENST00000575894.1+chr16:647379-647711_F:0_P:2_M	0.0	1.4771906014096239	0.6551917085891773	0.6117068669257981
ENST00000688530.2-chr18:649911-658247_F:2_P:0_M	0.0	0.9527380264758507	0.9088933626398314	0.0
ENST00000323813.5-chr18:649911-658120_F:1_P:2_M	0.0	1.8008916547999048	2.0342437114990943	0.0
ENST00000527170.5-chr11:651318-686935_F:2_P:0_M	0.0	1.8119182230471762	1.866532923103172	0.0
ENST00000437048.7-chr17:655953-697428_F:0_P:8_M	0.0	2.4249907045319508	2.188876604943082	0.0
ENST00000323813.5-chr18:657879-658247_F:2_P:0_M	0.0	1.5658540067788533	1.703595532616489	0.0
ESPRESSO_chr8_28139_92-chr8:668682-731161_F:1_P:0_M	0.0	2.010567012253411	2.3103574893919907	0.0
ENST00000477202.1-chr2:669583-675603_F:0_P:14_M	0.0	2.056590211019884	2.3526521547873918	0.0
ENST00000497508.1-chr2:669583-669813_F:0_P:9_M	0.0	1.2869927765313662	1.5217783965740894	0.0
ENST00000281017.8-chr2:669583-677345_F:2_P:0_M	0.0	2.291273567054886	2.6081901823235656	0.0
ESPRESSO_chr2_15523_6-chr2:669583-677345_F:2_P:0_M	0.0	2.2977193842236483	2.614832335108592	0.0
ESPRESSO_chr4_21526_16-chr4:672503-674247_F:0_P:0_M	0.0	6.13965002357259	6.551799633215268	0.0
ENST00000304312.5-chr4:672503-674247_F:0_P:0_M	0.0	6.0512313239053075	6.463113854167034	0.0
ESPRESSO_chr4_21526_13-chr4:672503-674247_F:0_P:0_M	0.0	6.171297405845398	6.583246008872551	0.0
ESPRESSO_chr4_21526_14-chr4:672503-674247_F:0_P:0_M	0.0	6.156155990764053	6.56819187704283	0.0
ESPRESSO_chr4_21526_18-chr4:672503-674247_F:0_P:0_M	0.0	5.8434290134977624	6.254997994590388	0.0
ESPRESSO_chr4_21526_11-chr4:672508-674247_F:0_P:0_M	0.0	6.11064018749147	6.522591294987541	0.0
ENST00000564659.1+chr16:672772-673603_F:1_P:1_M	0.0	1.3422961570172625	1.5932526823359874	0.0
ESPRESSO_chr4_21526_15-chr4:673338-674247_F:0_P:0_M	0.0	6.202071654004567	6.615720674952144	0.0
ESPRESSO_chr4_21526_35+chr4:678970-681991_F:2_P:0_M	0.0	0.641178811892614	0.5661557576011154	0.0
ENST00000567120.5-chr16:681785-682039_F:0_P:11_M	0.0	3.0181030720567064	3.3217863378318047	0.0
ENST00000569248.5+chr16:681966-682486_F:0_P:7_M	0.0	3.7858807060201656	4.11810448581881	0.0
ESPRESSO_chr16_10716_13+chr16:682029-682486_F:2_P:7_M	0.0	3.9294687414758753	4.271179761662906	0.0
ENST00000592947.5+chr19:682090-682434_F:2_P:7_M	0.0	0.7898949744123906	0.0	1.520383205622582
ENST00000703505.1-chr7:705684-711505_F:2_P:0_M	0.0	5.46133403613374	5.882985497757376	0.0
ESPRESSO_chr11_4452_17+chr11:709587-721343_F:0_P:0_M	0.0	1.4646693538538922	0.4683250073061729	0.0
ENST00000606285.2-chr6:710629-710967_F:0_P:6_M	0.0	0.23957223804860742	0.0	0.6559787535131828
ENST00000566525.5+chr16:720612-720875_F:0_P:1_M	0.0	1.6430711099348372	0.0	2.130305439425063
ENST00000566525.5+chr16:720872-721510_F:2_P:1	1.210757590419043	3.8277232046393825	1.9288402841136596	4.334642489998749
ENST00000566525.5+chr16:721275-721532_F:0_P:2_M	0.0	2.232057615393323	2.4350329896383682	0.0
ENST00000297440.11+chr7:727055-729689_F:2_P:4_M	0.0	2.4480040656970927	0.7405384972311863	0.0
ENST00000389703.8+chr16:729348-729698_F:0_P:5_M	0.22660844848785777	1.0128583513298535	1.1552345063625284	0.1691147646447685
ENST00000563051.1-chr16:730420-730939_F:1_P:18_M	0.0	1.1777741590818107	1.388449761208821	0.0
ESPRESSO_chr7_26462_45-chr7:738783-739019_F:2_P:14_M	0.0	0.28231116219987784	0.0	0.4617854384076689
ENST00000362003.10+chr4:743582-761279_F:0_P:7_M	0.0	1.8093935402238595	2.113970251691344	0.0
ENST00000338448.10+chr19:747291-747509_F:0_P:12_M	0.9597173585552774	0.4412933680276722	0.5703615931896325	0.692188063197049
ESPRESSO_chr11_4453_26+chr11:747482-764445_F:2_P:0_M	0.0	4.008340220342057	4.4197851139608275	0.0
ENST00000536214.1+chr17:753080-753271_F:2_P:2_M	0.0	0.4941680177716482	0.0	0.2903109213779087
ESPRESSO_chr11_4454_37-chr11:767253-771047_F:2_P:5_M	0.0	0.8431029796312626	1.0660502503536708	0.0
ESPRESSO_chr11_4454_28-chr11:767253-777462_F:0_P:0_M	0.0	2.6847034115641484	2.931454790960972	0.0
ESPRESSO_chr11_4454_35-chr11:767253-777462_F:0_P:0_M	0.0	2.635770481241869	2.913237173082022	0.0
ENST00000528602.1-chr11:773517-777462_F:0_P:0_M	0.0	2.8584675388007956	3.177923737294844	0.0
ENST00000571073.5-chr17:776918-777079_F:1_P:10_M	0.0	3.01192524420296	3.4448773344363337	0.0
ESPRESSO_chr4_21528_16-chr4:785212-824522_F:0_P:0_M	1.2191642050318967	5.314551553093477	5.688158625196531	1.0260904305642709
ESPRESSO_chr11_4456_13-chr11:787144-788576_F:2_P:0_M	0.0	5.378136458012768	5.601823193492054	0.0
ENST00000330106.5-chr11:788130-788576_F:2_P:0_M	0.0	5.388368736397281	5.691053403129308	0.0
ENST00000330106.5-chr11:788266-788622_F:0_P:1	2.566038435112479	5.434215446247506	5.71461428612341	2.3607429383785368
ENST00000678030.1+chr11:797636-798865_F:2_P:2	0.0	0.8988797369130895	0.3723127192332589	0.6191146859219294
ENST00000248150.5-chr16:798722-799077_F:0_P:0_M	0.0	3.5374674624963216	3.884508681950267	0.0
ENST00000336868.8-chr17:800662-800721_F:2_P:14_M	0.0	0.6524947028371928	0.0	0.9767873112406668
ENST00000530797.5+chr11:810174-811604_F:0_P:0_M	2.183668947832531	4.994156879670098	4.818014899748984	2.0154239395357734
ESPRESSO_chr11_4458_15+chr11:810235-812573_F:2_P:1_M	0.0	5.167998154084188	5.1623207623803	0.0
ESPRESSO_chr11_4458_7+chr11:810235-812833_F:2_P:1_M	0.0	5.108561018197155	5.159798463673048	0.0
ESPRESSO_chr11_4458_13+chr11:810235-812775_F:2_P:1_M	0.0	5.268201958704326	5.262035021854778	0.0
ESPRESSO_chr11_4458_12+chr11:810235-812775_F:2_P:1_M	0.0	5.257470940515989	5.2513186806746655	0.0
ESPRESSO_chr11_4458_14+chr11:810235-812833_F:2_P:1_M	0.0	5.293287295935865	5.343529336389139	0.0
ESPRESSO_chr11_4458_16+chr11:810235-810357_F:2_P:1_M	0.0	5.326565485621381	5.1715743651147905	0.0
ESPRESSO_chr11_4458_21+chr11:810235-810471_F:2_P:1_M	0.0	4.676705853233225	4.5226749837392575	0.0
ESPRESSO_chr11_4458_11+chr11:810235-812833_F:2_P:1_M	0.0	5.175811691761856	5.2270553935793584	0.0
ESPRESSO_chr11_4458_23+chr11:810235-811767_F:2_P:1_M	1.576914474460818	4.74883719231307	4.742271793975279	0.9894311462173917
ESPRESSO_chr11_4458_27+chr11:810235-812833_F:2_P:1_M	0.0	5.249318550808283	5.296114224657519	0.0
ESPRESSO_chr11_4458_24+chr11:810235-812573_F:2_P:1_M	0.0	5.282113283390749	5.318601942164038	0.0
ENST00000321153.9+chr11:810235-812833_F:2_P:1_M	0.0	5.167127586245602	5.218368811734451	0.0
ESPRESSO_chr11_4458_14+chr11:811613-812855_F:0_P:2_M	0.0	5.285590138567975	5.366450806297394	2.8311529570072493
ESPRESSO_chr11_4458_13+chr11:811613-812833_F:0_P:2_M	0.0	5.206334966096976	5.323765237683389	0.0
ENST00000610185.2+chr18:812551-812859_F:1_P:1_M	1.368281775615107	1.7622696193411258	0.8246561453690132	2.577624960368262
ENST00000473798.2-chr1:825855-826124_F:2_P:19_M	0.0	0.48621136349361804	0.0	1.1067583461142168
ESPRESSO_chr11_4460_1+chr11:840294-842529_F:0_P:1_M	3.076989943317476	5.604533631221206	6.027917764874779	2.7423783248134708
ESPRESSO_chr11_4460_5-chr11:840375-840434_F:2_P:1_M	0.0	5.701019712199204	6.126887459451068	0.0
ESPRESSO_chr11_4460_3-chr11:840375-842508_F:0_P:0_M	0.0	5.916802833256502	6.344035865315204	0.0
ESPRESSO_chr11_4460_1+chr11:840398-842483_F:2_P:2	0.0	6.304108834334527	6.725264800510308	0.0
ENST00000511345.5-chr4:853413-853799_F:2_P:0_M	0.0	1.5659582772183307	0.0	2.193631247927643
ENST00000475971.5+chr7:853439-873328_F:2_P:22_M	0.0	1.5264343764356287	1.6751119804845012	0.0
ENST00000497410.5-chr5:864471-865630_F:1_P:10	0.0	1.9157781169254369	2.085048230628	0.0
ENST00000395808.7-chr19:868104-868880_F:1_P:13_M	0.0	0.6152529177942416	0.4992105968278046	0.0
ENST00000395808.7-chr19:868453-871247_F:2_P:26_M	0.0	1.4735699575938042	1.6133616596044245	0.0
ENST00000524538.1-chr11:869861-870465_F:0_P:2_M	0.0	1.5262378512122088	1.73495989016756	0.0
